name,points,division,age,w_l_d,stance,residence,rank,stars,last6,last5,last4,last3,last2,last1,lagged
Yail Eligio,.051,welter,39,1 3 0,,USA,8632,0.5,Blank,Blank,L,W,L,L,8631
Larry Pryor*,.051,cruiser,39,13 22 0,orthodox,"Frederick, USA",8633,0.5,L,W,L,L,W,W,8632
Uriel Hernandez,.051,super welter,36,13 6 0,,"San Luis Potosi, Mexico",8634,0.5,W,L,L,L,W,L,8633
Emilio Ezequiel Zarate,.051,heavy,39,21 22 3,orthodox,"Pilar, Argentina",8635,0.5,L,L,W,L,L,L,8634
Malakai Marama,.051,middle,,4 2 0,orthodox,"Lautoka, Fiji",8636,0.5,W,W,W,L,W,L,8635
Liam Dring,.051,super fly,23,3 0 0,orthodox,"Chesterfield, United Kingdom",8637,0.5,Blank,Blank,Blank,W,W,W,8636
Brandon Adams,.051,super welter,28,4 10 1,southpaw,"Oakland, USA",8638,0.5,L,L,L,L,L,L,8637
Abhay Chand*,.051,super middle,41,23 17 4,orthodox,"Navosa, Fiji",8639,0.5,W,W,W,W,L,L,8638
Maximiliano Coronel,.051,super welter,28,4 0 0,,"Cordoba, Argentina",8640,0.5,Blank,Blank,W,W,W,W,8639
Van Hai Nguyen,.051,light,32,2 0 0,orthodox,"Hanoi, Vietnam",8641,0.5,Blank,Blank,Blank,Blank,W,W,8640
Alpheus Shilongo,.051,middle,,7 2 1,,"Windhoek, Namibia",8642,0.5,W,W,L,L,W,W,8641
Doo Hyup Kim,.051,super welter,40,10 7 2,orthodox,"Seoul, South Korea",8643,0.5,W,L,L,W,D,L,8642
Franco Emiliano Ola,.051,super light,30,3 4 0,orthodox,"Cordoba, Argentina",8644,0.5,W,W,L,L,L,L,8643
Leonardo Torres,.051,super bantam,27,7 14 0,,"Matamoros, Mexico",8645,0.5,L,L,L,L,W,W,8644
Dorin Krasmaru,.051,heavy,27,3 0 0,orthodox,"Sidcup, United Kingdom",8646,0.5,Blank,Blank,Blank,W,W,W,8645
Nika Kokashvili,.051,feather,27,19 25 1,orthodox,"Gori, Georgia",8647,0.5,L,L,L,L,L,L,8646
Ricardo Daniel Aquino,.051,light,32,2 7 1,orthodox,"Cordoba, Argentina",8648,0.5,W,W,L,D,L,L,8647
Jose Becerra,.051,fly,18,4 0 0,,Venezuela,8649,0.5,Blank,Blank,W,W,W,W,8648
Dane Mulivai,.051,light heavy,,6 6 0,orthodox,"Goodna, Australia",8650,0.5,W,L,L,L,W,L,8649
Raul Rubio,.051,fly,19,11 0 0,,"Los Mochis, Mexico",8651,0.5,W,W,W,W,W,W,8650
Roger Saldana,.051,super fly,24,5 0 1,,"Colon City, Panama",8652,0.5,W,W,W,D,W,W,8651
Gabriele Gitto,.051,middle,30,3 8 0,orthodox,"Moncalieri, Italy",8653,0.5,W,L,L,L,L,W,8652
Angel Jesus Vazquez Lupercio,.051,super feather,20,7 0 0,,"San Luis Rio Colorado, Mexico",8654,0.5,W,W,W,W,W,W,8653
Jalal Mali,.051,super light,36,8 3 0,,"Fez, Morocco",8655,0.5,W,W,L,W,L,W,8654
Fatih Altunkaya,.051,cruiser,36,21 0 0,,"Wiesbaden, Germany",8656,0.5,W,W,W,W,W,W,8655
Sonny Taylor,.051,cruiser,25,5 0 0,orthodox,"Hull, United Kingdom",8657,0.5,Blank,W,W,W,W,W,8656
Israel Morales,.051,feather,,2 2 0,,"Mexico City, Mexico",8658,0.5,Blank,Blank,W,W,L,L,8657
Mohammed R Mutalemwa Mohamed,.051,welter,32,10 2 1,,"Tanga, Tanzania",8659,0.5,W,W,W,W,W,W,8658
Fidel de la Cruz,.051,light,,8 4 0,,"Monterrey, Mexico",8660,0.5,W,W,W,L,L,L,8659
Ray Jay Bermudez,.050,super light,22,10 0 0,,"Albany, USA",8661,0.5,W,W,W,W,W,W,8660
Odwa Gaxa,.050,welter,,5 3 0,,"Duncan Village, South Africa",8662,0.5,W,W,W,L,W,L,8661
Ozcan Cetinkaya,.050,heavy,42,31 21 2,orthodox,"Kassel, Germany",8663,0.5,L,W,L,L,W,L,8662
Ronald Rivas,.050,super light,34,5 12 2,,"Kenner, USA",8664,0.5,L,L,L,L,L,L,8663
Ricky Little,.050,super fly,29,5 2 1,orthodox,"Southampton, United Kingdom",8665,0.5,W,D,L,L,W,W,8664
Deo Kizito*,.050,light,27,3 5 0,,"Dubai, United Arab Emirates",8666,0.5,W,L,L,L,L,L,8665
Sabato Sirica,.050,light,30,1 4 1,,"Sarno, Italy",8667,0.5,W,L,NC,L,L,L,8666
Federico Jesus Benjamin Malespina,.050,super light,37,16 13 2,orthodox,"Santa Rosa, USA",8668,0.5,L,W,W,L,L,L,8667
Harold Mendoza,.050,light fly,32,2 5 1,,Panama,8669,0.5,D,L,W,L,L,L,8668
Benjamin Adegbuyi,.050,heavy,35,4 0 0,orthodox,"Cluj-Napoca, Romania",8670,0.5,Blank,Blank,W,W,W,W,8669
Christopher Hatley,.050,middle,24,2 0 0,orthodox,"Little Rock, USA",8671,0.5,Blank,Blank,Blank,Blank,W,W,8670
Dalton Miller,.050,middle,37,8 9 2,orthodox,"Acton, United Kingdom",8672,0.5,W,W,W,L,D,W,8671
Anzor Gamgebeli,.050,super light,28,29 30 4,orthodox,"Rustavi, Georgia",8673,0.5,W,L,L,D,L,L,8672
Oleksandr Dzvonyk,.050,middle,28,4 2 0,,"Kiev, Ukraine",8674,0.5,W,W,L,W,W,L,8673
Tefo Letshikgwane,.050,super bantam,29,6 3 0,orthodox,"Tihareseleele, Botswana",8675,0.5,W,W,W,W,L,W,8674
Jade Karam,.050,super welter,,9 10 2,,"Cork, Ireland",8676,0.5,L,L,L,L,L,L,8675
Francisco Camacho,.050,feather,27,7 12 1,orthodox,"Matamoros, Mexico",8677,0.5,L,W,L,L,L,L,8676
Oscar Fabian Perez,.050,welter,35,9 22 5,orthodox,"Rosario, Argentina",8678,0.5,L,L,L,L,L,L,8677
Stanislav Eschner,.050,cruiser,31,14 15 1,,"Prague, Czech Republic",8679,0.5,W,L,L,W,W,L,8678
Hector Hernandez*,.050,super middle,,8 1 0,,"Munich, Germany",8680,0.5,W,W,W,L,W,W,8679
Adrian Redman,.050,super middle,30,5 0 0,orthodox,"Harlesden, United Kingdom",8681,0.5,Blank,W,W,W,W,W,8680
Sam Shewmaker,.050,heavy,36,5 1 0,,"Versailles, USA",8682,0.5,W,W,W,W,W,L,8681
Marco Fusai,.050,middle,36,4 8 0,,"Prato, Italy",8683,0.5,L,W,L,W,L,L,8682
David Nunez,.050,fly,26,1 2 0,,"San Fernando, Argentina",8684,0.5,Blank,L,NC,L,NC,W,8683
Dario Nestor Baigorria,.050,welter,31,9 31 2,orthodox,"Dolores, Argentina",8685,0.5,L,L,D,L,L,L,8684
Mark Gadaleta,.050,middle,,4 7 2,orthodox,"Brisbane, Australia",8686,0.5,D,L,L,W,L,L,8685
Dedi Elite,.050,bantam,,3 2 0,,"Kulon Progo, Indonesia",8687,0.5,Blank,L,W,W,L,W,8686
Edgars Sniedze,.050,light heavy,32,6 30 0,orthodox,"Riga, Latvia",8688,0.5,L,L,L,L,L,L,8687
Leonardo Chavez,.050,super feather,26,7 1 1,,"Los Angeles, USA",8689,0.5,W,W,W,W,D,W,8688
Cesar Baeza*,.050,welter,,5 2 0,,Mexico,8690,0.5,L,W,W,W,W,W,8689
Emmanuel Valenzuela Marquez,.050,super light,33,5 11 1,,"Ciudad Obregon, Mexico",8691,0.5,D,L,L,L,L,L,8690
Kenshi Noda,.050,light fly,25,2 1 0,orthodox,Japan,8692,0.5,Blank,Blank,Blank,W,W,L,8691
Yu Chao Wang,.050,super light,28,4 6 0,orthodox,"Wei Fang, China",8693,0.5,L,L,W,W,L,L,8692
Boulos Yako,.050,super light,27,2 0 0,orthodox,"Canley Vale, Australia",8694,0.5,Blank,Blank,Blank,Blank,W,W,8693
Sergio Israel Hernandez,.050,welter,24,3 0 0,,"Ecatepec, Mexico",8695,0.5,Blank,Blank,Blank,W,W,W,8694
Attila Korda,.050,middle,43,14 8 0,,"Munich, Germany",8696,0.5,W,W,W,L,L,W,8695
Kavin Gebhard,.049,light heavy,39,19 2 0,orthodox,"Bad Homburg, Germany",8697,0.5,W,W,W,W,L,W,8696
Jhonathan Solis,.049,welter,36,1 1 0,,"San Jose, Costa Rica",8698,0.5,Blank,Blank,Blank,Blank,W,L,8697
Kyle Scully,.049,light,23,6 0 0,orthodox,"Halifax, United Kingdom",8699,0.5,W,W,W,W,W,W,8698
Stefano Failla,.049,light heavy,33,5 10 4,orthodox,"Fidenza, Italy",8700,0.5,L,L,L,L,L,L,8699
Sherali Mamadjanov,.049,super middle,33,15 2 0,orthodox,"Kissimmee, USA",8701,0.5,W,W,W,W,L,W,8700
Nur Rabia,.049,super middle,24,2 0 0,orthodox,"Jerusalem, Israel",8702,0.5,Blank,Blank,Blank,Blank,W,W,8701
Luis de la Rosa*,.049,super fly,35,25 15 1,orthodox,"Arboletes, Colombia",8703,0.5,L,L,L,L,L,L,8702
Ryan Wilczak,.049,middle,32,9 0 0,orthodox,"Scranton, USA",8704,0.5,W,W,W,W,W,W,8703
Diego Adrian Marocchi,.049,super welter,44,18 6 1,orthodox,"San Isidro, Argentina",8705,0.5,L,D,W,L,L,L,8704
Rustom Doronio,.049,feather,21,5 1 1,orthodox,"Bacoor, Philippines",8706,0.5,W,L,W,W,D,W,8705
Mario Ezequiel Sayal Lozano,.049,super feather,26,18 5 1,southpaw,"25 de Mayo, Argentina",8707,0.5,D,W,L,L,L,L,8706
Alejandro Herrera,.049,light,,1 2 0,,"Cancun, Mexico",8708,0.5,Blank,Blank,Blank,L,W,L,8707
Sumarjo Sianturi,.049,super welter,33,1 0 0,,Indonesia,8709,0.5,Blank,Blank,Blank,Blank,Blank,W,8708
Simon Karzyan,.049,super middle,31,11 10 1,,"Nouzonville, France",8710,0.5,W,L,W,L,L,D,8709
Cristian Narvaez*,.049,feather,25,16 23 5,orthodox,"Gerona, Spain",8711,0.5,L,L,W,L,L,L,8710
Jonathan Leclercq,.049,super middle,34,6 5 1,,"Divion, France",8712,0.5,L,L,L,W,D,W,8711
Kevin Asmat,.049,light,25,6 2 0,orthodox,"North Bergen, USA",8713,0.5,W,W,L,W,W,W,8712
Shafii M. Idrisa,.049,super welter,27,2 0 0,orthodox,,8714,0.5,Blank,Blank,Blank,Blank,W,W,8713
Amandeep Singh,.049,super feather,34,4 1 0,,"Chandigarh, India",8715,0.5,Blank,W,W,W,W,L,8714
James Perella,.049,welter,28,6 0 0,,"Mansfield, USA",8716,0.5,W,W,W,W,W,W,8715
Helton Tercero,.049,super feather,,3 3 0,,Nicaragua,8717,0.5,W,W,W,L,L,L,8716
Giorgi Gotchoshvili,.049,light,25,10 16 2,orthodox,"Gori, Georgia",8718,0.5,L,L,L,L,L,W,8717
Andy Hoeschler,.049,cruiser,36,3 0 0,,"Cologne, Germany",8719,0.5,Blank,Blank,Blank,W,W,W,8718
Juan Daniel Sanchez Zuniga*,.049,light fly,22,1 2 0,,"Gomez Palacio, Mexico",8720,0.5,Blank,Blank,Blank,L,W,L,8719
Omar Darwich,.049,welter,26,7 0 0,,Germany,8721,0.5,W,W,W,W,W,W,8720
Lee Connelly,.049,light,33,7 55 5,orthodox,"Killamarsh, United Kingdom",8722,0.5,L,L,L,L,D,L,8721
Francisco Javier Mercado Delgadillo,.049,super welter,22,4 1 0,,"Jesús María, Mexico",8723,0.5,Blank,W,W,W,W,L,8722
Arnold Gonzalez,.049,welter,25,5 0 0,orthodox,"New York, USA",8724,0.5,Blank,W,W,W,W,W,8723
Jaba Memishishi,.049,super bantam,30,8 13 0,southpaw,"Khelvachauri, Georgia",8725,0.5,L,L,L,L,L,L,8724
Zaza Amiridze,.049,super welter,29,10 16 1,orthodox,"Mtskheta, Georgia",8726,0.5,L,L,L,W,L,L,8725
Kenta Taguchi,.049,fly,34,5 9 1,orthodox,"Kashiwa, Japan",8727,0.5,L,L,W,L,W,W,8726
Shawn Nichol,.049,super bantam,32,8 14 0,southpaw,"Lakewood, USA",8728,0.5,L,L,W,L,W,L,8727
Arturs Kulikauskis,.049,cruiser,30,18 42 7,southpaw,"Bauska, Latvia",8729,0.5,L,L,L,L,L,L,8728
Se Yul Yang,.049,super welter,24,3 5 2,orthodox,"Seoul, South Korea",8730,0.5,W,W,L,L,L,L,8729
Peter Venancio Jr,.049,light,22,5 1 1,,"Sao Caetano do Sul, Brazil",8731,0.5,W,W,W,W,D,L,8730
Nak Yul Park,.049,light,33,8 4 0,orthodox,"Daegu, South Korea",8732,0.5,W,W,W,W,L,L,8731
Istvan Kun,.049,cruiser,25,7 15 2,orthodox,"Bekescsaba, Hungary",8733,0.5,L,L,D,L,L,L,8732
Dean Jones,.049,light,31,1 27 0,orthodox,"Telford, United Kingdom",8734,0.5,L,L,L,L,L,L,8733
Rashiem Jefferson,.049,feather,19,3 0 0,orthodox,"Philadelphia, USA",8735,0.5,Blank,Blank,Blank,W,W,W,8734
Manny Rodriguez,.049,cruiser,35,2 1 0,,"Cronulla, Australia",8736,0.5,Blank,Blank,Blank,W,L,W,8735
James Torres,.049,super light,,2 5 1,orthodox,"Caboolture, Australia",8737,0.5,W,D,L,L,L,L,8736
Muhetaer Maihemut,.049,light heavy,26,4 4 1,,"Shanghai, China",8738,0.5,W,D,L,L,L,L,8737
Cesar Chavez,.049,welter,32,32 15 0,orthodox,"Guasave, Mexico",8739,0.5,L,W,L,L,L,L,8738
Rachid Chaklati,.048,bantam,35,8 0 1,,"Casablanca, Morocco",8740,0.5,W,W,W,W,W,W,8739
Nanthawat Maolichat,.048,feather,21,7 1 0,,"Si Sa Ket, Thailand",8741,0.5,W,W,W,W,L,W,8740
Konrad Stempkowski,.048,middle,37,9 4 0,orthodox,"Reading, United Kingdom",8742,0.5,W,L,W,L,L,L,8741
Daniel Ramirez,.048,heavy,,1 0 0,,"Centerville, USA",8743,0.5,Blank,Blank,Blank,Blank,Blank,W,8742
Thulasi Tharumalingam,.048,super welter,28,7 0 0,,"Bruchsal, Germany",8744,0.5,W,W,W,W,W,W,8743
Daniel Placeres*,.048,super feather,32,8 3 1,southpaw,"Miami, USA",8745,0.5,L,W,W,D,L,L,8744
Diego Alfredo Cruz*,.048,welter,29,2 7 0,orthodox,"Salta, Argentina",8746,0.5,L,L,L,L,W,L,8745
Robert Asagba,.048,middle,30,5 3 1,orthodox,"Chadwell Heath, United Kingdom",8747,0.5,W,L,L,D,W,L,8746
Hugo Aguilar,.048,super feather,35,1 8 0,orthodox,"Iztacalco, Mexico",8748,0.5,L,L,L,L,L,W,8747
Kenny Chery,.048,super welter,33,2 4 0,orthodox,"Montreal, Canada",8749,0.5,L,W,L,W,L,L,8748
Tamas Toth,.048,cruiser,37,11 7 5,orthodox,"Budapest, Hungary",8750,0.5,L,L,D,W,L,W,8749
Oswaldo Quintanilla,.048,light,22,4 5 0,,"Salamanca, Mexico",8751,0.5,L,L,L,W,W,W,8750
Tao Weng,.048,super light,26,5 3 2,southpaw,"Hangzhou, China",8752,0.5,W,W,L,L,W,W,8751
Jesus Emmanuel Villa,.048,welter,27,3 7 0,,"Mexico City, Mexico",8753,0.5,L,W,W,L,L,L,8752
Marian Marius Istrate,.048,light,28,3 7 0,orthodox,"Zaragoza, Spain",8754,0.5,L,W,L,L,W,W,8753
Harry Webb,.048,welter,24,6 1 0,orthodox,"Exeter, United Kingdom",8755,0.5,W,W,W,L,W,W,8754
Gerardo Alvarez,.048,super light,27,2 2 2,orthodox,"Santa Maria, USA",8756,0.5,D,W,L,D,L,W,8755
Elvis Veisbergs,.048,welter,20,1 0 0,orthodox,"Saldus, Latvia",8757,0.5,Blank,Blank,Blank,Blank,Blank,W,8756
Rick Graham,.048,super middle,34,9 25 4,orthodox,"Houston, USA",8758,0.5,L,W,L,L,W,W,8757
Salvador Zavala,.048,cruiser,25,2 0 0,,"Uruapan, Mexico",8759,0.5,Blank,Blank,Blank,Blank,W,W,8758
Yonnaiquer Rondon,.048,bantam,19,17 0 0,orthodox,Venezuela,8760,0.5,W,W,W,W,W,W,8759
Miguel Angel Correa,.048,super welter,32,7 17 1,orthodox,"San Pedro, Argentina",8761,0.5,L,L,L,W,L,L,8760
Javier Vazquez Cabrera,.048,super light,26,7 10 0,orthodox,"Quilmes, Argentina",8762,0.5,L,W,L,L,L,L,8761
Kazunori Takai,.048,bantam,34,6 7 3,southpaw,"Nagoya, Japan",8763,0.5,L,L,L,D,L,L,8762
Mario Alberto Martinez Carmona,.048,super light,18,6 1 1,,"Guadalajara, Mexico",8764,0.5,W,W,W,W,NC,NC,8763
Soso Abuladze,.048,cruiser,24,12 17 1,orthodox,"Gori, Georgia",8765,0.5,L,L,L,L,L,L,8764
Victor Zaleta,.048,super fly,36,20 5 1,orthodox,"Ciudad Juarez, Mexico",8766,0.5,W,W,D,L,L,L,8765
Darryl Sharp,.048,super middle,28,5 72 1,southpaw,"Middleton, United Kingdom",8767,0.5,L,L,L,L,L,L,8766
Sam Sithole,.048,light,,10 15 4,,South Africa,8768,0.5,W,W,L,L,L,D,8767
Takashi Hisano,.048,super fly,28,5 5 1,southpaw,"Kunitachi, Japan",8769,0.5,L,W,D,W,W,L,8768
Stanis Apanu,.048,super welter,,4 3 0,,"Johannesburg, South Africa",8770,0.5,W,W,L,W,L,L,8769
Joan Daniel Santos,.048,light heavy,26,7 0 0,,Dominican Republic,8771,0.5,W,W,W,W,W,W,8770
Luis Angel Rosales Huerta,.048,super bantam,32,8 15 0,,"Mexico City, Mexico",8772,0.5,L,W,W,W,L,L,8771
Christian Camarena,.048,welter,24,6 0 0,orthodox,"Pasadena, USA",8773,0.5,W,W,W,W,W,W,8772
Alex Sandro Duarte,.048,super welter,40,15 10 1,orthodox,USA,8774,0.5,W,L,L,L,W,L,8773
Bujar Tahiri*,.048,super middle,22,6 0 0,,,8775,0.5,W,W,W,W,W,W,8774
James Jackson*,.048,heavy,24,4 0 1,,USA,8776,0.5,Blank,W,W,W,W,D,8775
Takafumi Iwaya,.048,feather,32,4 4 0,orthodox,"Neyagawa, Japan",8777,0.5,W,L,W,W,W,L,8776
Juan Cruz Cacheiro,.048,super middle,28,3 1 0,orthodox,"Buenos Aires, Argentina",8778,0.5,Blank,NC,W,W,W,L,8777
Gabriel Mota,.048,,28,1 0 0,orthodox,"Hammond, USA",8779,0.5,Blank,Blank,Blank,Blank,Blank,W,8778
Surik Petrosyan*,.048,super light,24,6 0 0,,Belgium,8780,0.5,W,W,W,W,W,W,8779
Deon Ronny Hale,.047,heavy,37,5 13 1,,"Austin, USA",8781,0.5,L,W,L,L,W,D,8780
Bulelani Ngondeka,.047,light,,2 0 0,,"Mossel Bay, South Africa",8782,0.5,Blank,Blank,Blank,Blank,W,W,8781
Marco Deckmann,.047,cruiser,29,4 1 0,orthodox,"North Hollywood, USA",8783,0.5,Blank,W,W,W,L,W,8782
Charles Misanjo,.047,middle,33,29 20 0,orthodox,"Mchinji, Malawi",8784,0.5,L,W,L,L,L,L,8783
Trent Rawlins,.047,heavy,34,10 2 1,orthodox,USA,8785,0.5,W,W,W,W,W,W,8784
Emiliano Salvini,.047,feather,42,19 32 2,orthodox,"Roma, Italy",8786,0.5,L,L,L,L,L,L,8785
Muhammet Barut*,.047,super light,24,4 1 0,,"Troisdorf, Germany",8787,0.5,Blank,W,W,L,W,W,8786
Franck Patte,.047,super light,42,27 8 1,southpaw,"Berck-sur-Mer, France",8788,0.5,W,L,W,W,W,W,8787
Watcharin Saebe,.047,light,21,4 0 0,,Thailand,8789,0.5,Blank,Blank,W,W,W,W,8788
Rafael Tirado Jr,.047,super fly,28,9 0 1,orthodox,"Quito, Ecuador",8790,0.5,W,W,W,W,W,W,8789
Joel Santos*,.047,super feather,29,2 1 0,southpaw,"Lucca, Italy",8791,0.5,Blank,Blank,Blank,W,L,W,8790
Jeyson Cervantes*,.047,fly,30,8 19 1,southpaw,"Montelibano, Colombia",8792,0.5,L,L,L,L,L,L,8791
Zak Miller,.047,super feather,23,3 0 0,orthodox,"Ashton under Lyne, United Kingdom",8793,0.5,Blank,Blank,Blank,W,W,W,8792
Arnel Buyoc,.047,super bantam,,7 0 1,southpaw,Philippines,8794,0.5,W,D,W,W,W,W,8793
Wilson Mascarenhas,.047,welter,25,3 1 0,,"New Bedford, USA",8795,0.5,Blank,Blank,L,W,W,W,8794
Satoru Goto,.047,super bantam,26,4 4 3,southpaw,"Nagoya, Japan",8796,0.5,W,D,W,L,D,D,8795
Siyabonga Blaauw,.047,fly,,7 3 1,,"Uitenhage, South Africa",8797,0.5,L,W,L,W,W,W,8796
Rhonvex Capuloy,.047,feather,24,7 1 0,southpaw,"Ozamiz City, Philippines",8798,0.5,W,W,W,W,W,W,8797
Walter Lina,.047,super feather,33,6 12 1,,"Tlaxcala, Mexico",8799,0.5,W,W,L,L,L,L,8798
Tomorn Pitakwattanakul,.047,feather,26,4 4 1,southpaw,"Pathum Thani, Thailand",8800,0.5,W,L,W,L,L,L,8799
Kudura Tamimu,.047,light,28,4 18 4,orthodox,Tanzania,8801,0.5,W,L,L,D,L,W,8800
Jorge Miguel Zavala,.047,super middle,23,4 11 2,,"Navolato, Mexico",8802,0.5,L,L,W,W,L,L,8801
Ibrahim Ayada,.047,super middle,26,9 0 0,orthodox,Germany,8803,0.5,W,W,W,W,W,W,8802
Aldimar Silva,.047,super feather,39,22 18 0,orthodox,"Sao Paulo, Brazil",8804,0.5,L,L,L,L,L,W,8803
Jonathan Garza,.047,super bantam,23,7 3 0,,"Lawrenceville, USA",8805,0.5,W,W,L,W,L,L,8804
Jordan Dujon,.047,super welter,27,4 0 0,orthodox,"Barnet, United Kingdom",8806,0.5,Blank,Blank,W,W,W,W,8805
Alexis Camacho,.047,middle,39,22 7 0,orthodox,"Austin, USA",8807,0.5,L,W,W,L,W,L,8806
Naylor Ball,.047,heavy,23,7 1 0,orthodox,"Iver, United Kingdom",8808,0.5,W,W,W,L,W,W,8807
Emiliano German Vivas*,.047,super middle,34,5 13 1,southpaw,"San Antonio de Arredondo, Argentina",8809,0.5,L,L,W,L,L,L,8808
Jack Gipp*,.047,super middle,22,1 0 0,orthodox,"Mornington, Australia",8810,0.5,Blank,Blank,Blank,Blank,Blank,W,8809
Javier Martinez*,.047,bantam,24,12 4 0,orthodox,"Los Cordobas, Colombia",8811,0.5,W,W,W,W,W,L,8810
Bryan Aquino,.047,super fly,30,12 2 0,southpaw,"San German, Puerto Rico",8812,0.5,W,W,W,L,NC,W,8811
Ricky Manufoe,.047,super feather,33,27 37 3,orthodox,"Surakarta, Indonesia",8813,0.5,W,L,L,L,L,L,8812
Ryosei Hamaguchi,.047,super bantam,24,6 7 0,orthodox,"Takatsuki, Japan",8814,0.5,L,W,L,L,L,L,8813
Taweechai Juntarasuk,.047,light,30,13 16 0,orthodox,"Bangkok, Thailand",8815,0.5,L,W,L,L,W,W,8814
Connor Edney,.047,bantam,24,1 0 0,orthodox,"Horndean, United Kingdom",8816,0.5,Blank,Blank,Blank,Blank,Blank,W,8815
Mate Kristof,.047,cruiser,26,11 12 0,orthodox,"Budapest, Hungary",8817,0.5,W,L,W,L,L,L,8816
Donald Brown,.046,super feather,27,8 1 0,,USA,8818,0.5,W,W,W,W,L,W,8817
Yuta Onishi,.046,super feather,36,4 7 0,orthodox,"Machida, Japan",8819,0.5,W,L,L,W,L,L,8818
Tomoki Yamada,.046,super fly,21,2 6 0,southpaw,"Kakogawa, Japan",8820,0.5,L,L,W,W,L,L,8819
Damien Lock,.046,middle,,3 5 1,orthodox,"Bendigo, Australia",8821,0.5,L,D,L,L,W,L,8820
Jacob Bonas,.046,welter,27,6 0 1,orthodox,"Bellville, USA",8822,0.5,W,W,W,W,W,W,8821
Shoma Sekine,.046,super light,34,5 7 2,orthodox,Japan,8823,0.5,L,L,W,L,W,L,8822
Sylvain Chambaudry,.046,super light,30,1 1 1,,"Villenave d'Ornon, France",8824,0.5,Blank,Blank,Blank,L,W,D,8823
Brandon Alexander,.046,super welter,33,4 0 0,orthodox,"Zanesville, USA",8825,0.5,Blank,Blank,W,W,W,W,8824
Nils Schmidt,.046,light heavy,31,19 0 0,,"Wismar, Germany",8826,0.5,W,W,W,W,W,W,8825
Shalva Guchmazovi,.046,middle,26,2 6 1,orthodox,"Gurjaani, Georgia",8827,0.5,L,L,L,L,L,W,8826
Angel Monrreal,.046,light,32,11 12 2,orthodox,"Guadalupe, Mexico",8828,0.5,L,L,L,D,W,L,8827
Eric Bossler,.046,super welter,28,5 4 0,,"Germantown, USA",8829,0.5,L,W,L,W,L,L,8828
Thoedsak Sinam,.046,super welter,25,8 7 0,orthodox,"Pathum Thani, Thailand",8830,0.5,L,W,W,W,L,W,8829
Hamidu Kwata*,.046,fly,21,10 4 2,,"Dar-Es-Salaam, Tanzania",8831,0.5,W,L,W,W,D,W,8830
Sadudee Srimueang,.046,welter,27,10 1 0,southpaw,"Bangkok, Thailand",8832,0.5,W,W,W,L,W,W,8831
Kenny Davis Jr,.046,light,25,3 2 1,orthodox,"Reno, USA",8833,0.5,D,L,L,W,W,W,8832
Valentins Kotosovs,.046,super welter,21,3 7 1,orthodox,"Jelgava, Latvia",8834,0.5,W,L,L,D,L,L,8833
Dominic Felix,.046,light heavy,40,3 1 1,southpaw,"Northampton, United Kingdom",8835,0.5,Blank,W,D,L,W,W,8834
Senan Kelly,.046,welter,,2 0 0,,"Leixlip, Ireland",8836,0.5,Blank,Blank,Blank,Blank,W,W,8835
Artur Davydenko,.046,welter,20,2 5 0,southpaw,"Zaporozhye, Ukraine",8837,0.5,L,W,L,L,L,W,8836
Tatsuya Miyazaki,.046,welter,36,9 14 1,orthodox,Japan,8838,0.5,W,L,L,L,L,L,8837
Jack Ewbank,.046,welter,30,4 0 0,orthodox,"Ashford, United Kingdom",8839,0.5,Blank,Blank,W,W,W,W,8838
Jan Ardon,.046,middle,25,2 5 0,southpaw,"Manchester, United Kingdom",8840,0.5,L,L,L,W,L,L,8839
Norichika Kozu*,.046,bantam,23,6 1 0,orthodox,Japan,8841,0.5,L,W,W,W,W,W,8840
Stephen Koesterer,.046,middle,30,4 2 1,orthodox,"Lee's Summit, USA",8842,0.5,L,W,W,W,W,D,8841
Adolfo Salazar,.046,welter,,23 3 0,,"Los Teques, Venezuela",8843,0.5,L,W,W,W,W,W,8842
Shayilanbieke Kadeerbieke,.046,welter,28,4 4 2,orthodox,"Urumqi, China",8844,0.5,L,W,L,W,W,L,8843
Daniel Moreno,.046,feather,,5 0 0,,"Guadalajara, Mexico",8845,0.5,Blank,W,W,W,W,W,8844
Corey Allen,.046,super middle,,3 2 0,orthodox,"Mornington, Australia",8846,0.5,Blank,W,L,W,W,L,8845
Angelo Snow,.046,welter,31,7 4 0,,"Toledo, USA",8847,0.5,W,L,L,W,L,L,8846
Adalberto Moreno,.046,super light,,12 3 0,,"Mazatlan, Mexico",8848,0.5,W,L,L,W,W,L,8847
Dylan Clegg,.046,super middle,22,4 0 0,orthodox,"Worksop, United Kingdom",8849,0.5,Blank,Blank,W,W,W,W,8848
Yusuf Sultanoglu,.046,light heavy,,7 1 0,,"Munich, Germany",8850,0.5,W,W,W,W,W,L,8849
Dhafir Smith,.046,light heavy,38,28 25 7,orthodox,"Upper Darby, USA",8851,0.5,W,L,L,W,L,W,8850
Nick Midgley,.046,cruiser,36,6 3 0,orthodox,"Kingscliff, Australia",8852,0.5,W,L,W,W,L,L,8851
Javaune James,.046,welter,26,4 0 0,,"Miami, USA",8853,0.5,Blank,Blank,W,W,W,W,8852
Jovanni Martinez,.045,welter,24,8 11 1,,,8854,0.5,L,L,L,L,L,L,8853
Sulaimon Adeosun*,.045,super middle,35,3 1 0,,Nigeria,8855,0.5,Blank,Blank,W,L,W,W,8854
